iter	RMSE
127	0.7444183316
128	0.7369484774
129	0.7349969822
130	0.7293263624
131	0.7231017888
132	0.7210590822
133	0.7148162235
134	0.7128154894
135	0.7064841435
136	0.704601267
137	0.6993623367
138	0.6939641068
139	0.688008726
140	0.6823971966
141	0.6780409469
142	0.676579723
143	0.6707210757
144	0.6690147966
145	0.664935219
146	0.6611581043
147	0.65951138
148	0.656899326
149	0.6553562259
150	0.6504178674
151	0.6489629841
152	0.6476743471
153	0.6431865179
154	0.6417039881
155	0.6405055505
156	0.6389404742
157	0.6347992147
158	0.6310660769
159	0.6290249788
160	0.6260727229
161	0.6244852039
162	0.6233861676
163	0.6190702391
164	0.6177509557
165	0.6163802086
166	0.6119997699
167	0.6079127561
168	0.6068165035
169	0.6034954766
170	0.600031167
171	0.5963634254
172	0.5951577708
173	0.5932837139
174	0.5924815248
175	0.5914955386
176	0.5904187429
177	0.5895566697
178	0.5884515987
179	0.5877184763
180	0.5867219817
181	0.584549303
182	0.5821867657
183	0.5794547715
184	0.5784440295
185	0.5775231275
186	0.5758626615
187	0.5729303738
188	0.5720537888
189	0.5692488942
190	0.5684092068
191	0.5662070002
192	0.5654370648
193	0.5646375842
194	0.5637921925
195	0.5610695506
196	0.5603909881
197	0.557564156
198	0.5568157578
199	0.5545409416
200	0.5519639679
201	0.5513175885
202	0.5488267629
203	0.5481179261
204	0.5460702384
205	0.5454858872
206	0.5429448682
207	0.541074351
208	0.5398744132
209	0.5381631702
210	0.5370522449
211	0.5362498104
212	0.5353291703
213	0.5347613253
214	0.5342077102
215	0.5336647815
216	0.53309462
217	0.5304603602
218	0.5286370953
219	0.5281063054
220	0.5263134769
221	0.5246757997
222	0.5237147508
223	0.5223229533
224	0.5218211994
225	0.5194527072
226	0.517710153
227	0.5168710298
228	0.5164423889
229	0.5147362428
230	0.5134632665
231	0.5121403322
232	0.5117882856
233	0.510997863
234	0.5106517668
235	0.5099897126
236	0.5095858923
237	0.5088383861
238	0.5082853179
239	0.5075532601
240	0.506894772
241	0.5065625012
242	0.5059697035
243	0.5056019347
244	0.5052814694
245	0.5049791303
246	0.5046716821
247	0.5023868218
248	0.5009559276
249	0.5002776291
250	0.4996913977
251	0.4994084015
252	0.4974941438
253	0.4971809515
254	0.4951485444
255	0.4930079177
256	0.4915821226
257	0.4892634725
258	0.4890102301
259	0.4887622894
260	0.4867149125
261	0.4864388574
262	0.486205247
263	0.4847217519
264	0.4831105415
265	0.4812839291
266	0.4802586374
267	0.4787340406
268	0.4773371635
269	0.4763319949
270	0.4754570895
271	0.4749108151
272	0.474681874
273	0.4743756852
274	0.4741534469
275	0.4739455273
276	0.4736929967
277	0.4734843988
278	0.4732866444
279	0.4723449534
280	0.4710482163
281	0.4700334914
282	0.4698708292
283	0.4689672411
284	0.468776232
285	0.4677096858
286	0.4675627032
287	0.4666720183
288	0.4665264358
289	0.4648004494
290	0.4646360821
291	0.4639730325
292	0.4638381751
293	0.4627061176
294	0.4625813466
295	0.4614311288
296	0.4606119857
297	0.4599838175
298	0.4598626619
299	0.459744065
300	0.4592041704
301	0.4590898301
302	0.4582032196
303	0.4574629965
304	0.4573541025
305	0.4572475083
306	0.4571431638
307	0.4570410197
308	0.4555889482
309	0.4554901889
310	0.4553935134
311	0.4543473078
312	0.4532108742
313	0.4520406448
314	0.4509842318
315	0.4496067515
316	0.4483983745
317	0.4483093378
318	0.4468423027
319	0.4458281156
320	0.4448696301
321	0.4439384137
322	0.4425789624
323	0.4417744979
324	0.4409976218
325	0.4398974887
326	0.4388984126
327	0.4381555092
328	0.4374289381
329	0.436820879
330	0.4367470007
331	0.4366747068
332	0.4355066881
333	0.434824962
334	0.4347560135
335	0.4340029616
336	0.433053686
337	0.432236847
338	0.432177463
339	0.430969623
340	0.4303903826
341	0.4296030431
342	0.4290067284
343	0.4280502272
344	0.4279905191
345	0.4273395731
346	0.4267406679
347	0.425788913
348	0.4248790611
349	0.4239944974
350	0.4234387454
351	0.422862067
352	0.4214244739
353	0.4208032486
354	0.4196977578
355	0.4190031388
356	0.4184025293
357	0.4177202279
358	0.4171756537
359	0.4161617601
360	0.4150549233
361	0.4142369582
362	0.4134684572
363	0.4127356568
364	0.4118272966
365	0.4112895647
366	0.4104148868
367	0.409999271
368	0.4094172052
369	0.4085486161
370	0.4080139946
371	0.4074034447
372	0.4060274611
373	0.4054763954
374	0.4050151765
375	0.4038904175
376	0.4033156974
377	0.402667853
378	0.4015037127
379	0.4002981618
380	0.3991360293
381	0.3984771611
382	0.3972959274
383	0.3967753683
384	0.3960880552
385	0.3954027373
386	0.3943616962
387	0.3939344879
388	0.3930078023
389	0.3924761225
390	0.3917319625
391	0.3910812207
392	0.3902041702
393	0.3895830266
394	0.3887754234
395	0.3879638379
396	0.3869828673
397	0.3862923875
398	0.385854138
399	0.3850824664
400	0.3837253586
401	0.3829692488
402	0.3820151289
403	0.3815084823
404	0.3810483364
405	0.3803988627
406	0.3796459635
407	0.3789105706
408	0.378447294
409	0.3775921815
410	0.3770523104
411	0.3761460441
412	0.3754643639
413	0.375159961
414	0.3744351966
415	0.3735294
416	0.3725472781
417	0.3720113029
418	0.3709393786
419	0.3705107279
420	0.3698011532
421	0.3692595904
422	0.3686528339
423	0.3682261759
424	0.3678325187
425	0.3673370659
426	0.3665183248
427	0.3661737466
428	0.3653621919
429	0.3650128263
430	0.3641561093
431	0.3637010172
432	0.363342931
433	0.3627037395
434	0.361913084
435	0.3614671279
436	0.3609877975
437	0.3604433233
438	0.3596514548
439	0.3591666292
440	0.3589039447
441	0.3586302677
442	0.3580558445
443	0.3571527317
444	0.3563235754
445	0.3559188747
446	0.3550398727
447	0.3544005884
448	0.3539708571
449	0.3537331636
450	0.353126783
451	0.3522135945
452	0.3513758797
453	0.3509475695
454	0.3502874873
455	0.349704957
456	0.3490321249
457	0.3482686182
458	0.3476347564
459	0.3470886493
460	0.3465531722
461	0.3459844113
462	0.3452088763
463	0.3447737085
464	0.3440009476
465	0.3434811949
466	0.3430986554
467	0.3423348898
468	0.3415963108
469	0.3411601909
470	0.3404557588
471	0.3397451891
472	0.339041548
473	0.338339864
474	0.3379144818
475	0.3372466581
476	0.3368009045
477	0.3362702071
478	0.335617909
479	0.335250349
480	0.3346245972
481	0.3340705218
482	0.3336922277
483	0.3332239957
484	0.3325486166
485	0.3318703079
486	0.3314854856
487	0.3310233089
488	0.3305157608
489	0.3299417558
490	0.3293566375
491	0.3286773154
492	0.3280036173
493	0.3275947372
494	0.3270743079
495	0.3267951949
496	0.326424192
497	0.3259642729
498	0.3254579931
499	0.3249024222
500	0.3246067656
501	0.3241794878
502	0.3237934321
503	0.3233076675
504	0.3227332943
505	0.3222328781
506	0.3219674711
507	0.3215880363
508	0.3211236017
509	0.320673008
510	0.3202848459
511	0.31998195
512	0.3195352363
513	0.3191282537
514	0.3187558954
515	0.318114568
516	0.3179268917
517	0.3173246182
518	0.316787425
519	0.3161716243
520	0.3158918383
521	0.3153955786
522	0.3150460827
523	0.3148435038
524	0.3144314224
525	0.3140219096
526	0.3134948104
527	0.3128010154
528	0.3122244391
529	0.3119776639
530	0.3117024424
531	0.3112602001
532	0.3107137516
533	0.3103472137
534	0.309923535
535	0.3093733601
536	0.3087766738
537	0.3086013331
538	0.3081749271
539	0.3077182911
540	0.3073645698
541	0.306815664
542	0.30623955
543	0.3058943792
544	0.3054321757
545	0.304861316
546	0.3044992222
547	0.3039496415
548	0.3035052804
549	0.3031201981
550	0.3028112088
551	0.3026361292
552	0.3022150016
553	0.3020806295
554	0.3015207481
555	0.3012013153
556	0.3006489801
557	0.3001179271
558	0.2995662179
559	0.2993900802
560	0.2990168927
561	0.2985280228
562	0.2984009826
563	0.2980004842
564	0.2976339223
565	0.2974268334
566	0.2972200384
567	0.296907894
568	0.2964008581
569	0.2957836415
570	0.2952470345
571	0.2945729146
572	0.2941031644
573	0.2936204422
574	0.2933931888
575	0.2931709352
576	0.2929761337
577	0.2925750931
578	0.2923315733
579	0.2920112541
580	0.2914944923
581	0.2913703239
582	0.2907390184
583	0.290552956
584	0.2902992911
585	0.2898353052
586	0.2895843461
587	0.2892269237
588	0.2887438487
589	0.2884114964
590	0.2879986358
591	0.2875565901
592	0.287264186
593	0.2868655212
594	0.2865679541
595	0.2861213397
596	0.285742636
597	0.2853900948
598	0.2848784864
599	0.2845313267
600	0.284128251
601	0.2837612138
602	0.2835335589
603	0.2832623563
604	0.2830237329
605	0.2826663781
606	0.2824164779
607	0.2823527605
608	0.2818402644
609	0.2815138887
610	0.2811538912
611	0.280762648
612	0.2803044573
613	0.2798846739
614	0.2795729373
615	0.2791940151
616	0.2789418326
617	0.2786408321
618	0.27848249
619	0.2780380879
620	0.2775470551
621	0.2771684841
622	0.2770252955
623	0.2768363845
624	0.2766846541
625	0.276409425
626	0.2760842686
627	0.2757137119
628	0.2752853504
629	0.2751438747
630	0.2746823231
631	0.2744264911
632	0.2741271858
633	0.2737416244
634	0.2735445604
635	0.2732558246
636	0.2729678675
637	0.2726140881
638	0.2724875354
639	0.2720813637
640	0.2717947114
641	0.2715397204
642	0.2713760529
643	0.2712143993
644	0.2709807354
645	0.2708545805
646	0.2706266459
647	0.2702750517
648	0.2700962947
649	0.2697254668
650	0.2692104698
651	0.2689571184
652	0.26878727
653	0.268411963
654	0.2680530931
655	0.2679649209
656	0.2677426559
657	0.2672992048
658	0.2669317866
659	0.2666593333
660	0.2661756812
661	0.2660464074
662	0.2658034095
663	0.2653954663
664	0.2649805797
665	0.264629257
666	0.2643288142
667	0.2642228341
668	0.2640454122
669	0.2636684361
670	0.2632538206
671	0.2631649419
672	0.2631152266
673	0.262847941
674	0.26257294
675	0.2622551507
676	0.2620256249
677	0.2618159265
678	0.2614944589
679	0.2611714443
680	0.2608246203
681	0.260462711
682	0.2603346037
683	0.2600083906
684	0.2596698801
685	0.2593770683
686	0.2589927053
687	0.2588381377
688	0.2585168818
689	0.2583066654
690	0.2580893252
691	0.2579706107
692	0.2575972711
693	0.2572459663
694	0.2569190946
695	0.2566988005
696	0.2562306609
697	0.2560811575
698	0.2557689935
699	0.2554096325
700	0.255248103
701	0.254971117
702	0.254714047
703	0.254556593
704	0.254441267
705	0.2542078837
706	0.2539141046
707	0.2535487426
708	0.2534304156
709	0.2532047902
710	0.2526953206
711	0.2524910896
712	0.2522033742
713	0.2517825236
714	0.2514971271
715	0.2512668295
716	0.2509537514
717	0.2506245676
718	0.250415891
719	0.2500562878
720	0.2497210693
721	0.2495656522
722	0.2494079779
723	0.2490654264
724	0.2487681492
725	0.2484339744
726	0.2480434289
727	0.2478275946
728	0.2476839667
729	0.2473885461
730	0.2472514247
731	0.2470325857
732	0.2466377893
733	0.2465233846
734	0.246278208
735	0.2459920247
736	0.2457277608
737	0.2454005599
738	0.2452171292
739	0.2449047654
740	0.2446649763
741	0.2444885518
742	0.2441204597
743	0.2437881568
744	0.2435259433
745	0.2432308113
746	0.2430178208
747	0.2427298885
748	0.2425054002
749	0.2422655419
750	0.2421049148
751	0.2419161028
752	0.2417475883
753	0.2415230293
754	0.2412611861
755	0.2411318927
756	0.2408980986
757	0.24063631
758	0.2404474719
759	0.2400350251
760	0.2398647805
761	0.239692285
762	0.2395312337
763	0.2392357457
764	0.239110178
765	0.2389052439
766	0.2386955344
767	0.2383142596
768	0.2380846676
769	0.2379026269
770	0.237863512
771	0.2376054444
772	0.2373127195
773	0.237052215
774	0.2367497713
775	0.2364679401
776	0.236147795
777	0.2357964372
778	0.2355567851
779	0.235386302
780	0.2350580541
781	0.2348036172
782	0.234649822
783	0.2346040444
784	0.2343212882
785	0.2341454824
786	0.2339853189
787	0.2337732477
788	0.2334707734
789	0.2333456179
790	0.2330979621
791	0.2328504794
792	0.232711289
793	0.2323875668
794	0.232290927
795	0.232122821
796	0.2318480297
797	0.2315575972
798	0.23140841
799	0.2312253011
800	0.2309620152
801	0.2307356241
802	0.2305769348
803	0.2303353171
804	0.230176001
805	0.2299182505
806	0.2297704361
807	0.2296854917
808	0.2293309428
809	0.229079871
810	0.2288289545
811	0.2286088463
812	0.2283162605
813	0.2282363113
814	0.2281336364
815	0.227897757
816	0.2276220943
817	0.2273592873
818	0.2271505317
819	0.2269925163
820	0.2267556246
821	0.226579358
822	0.2264028474
823	0.226181181
824	0.2260501233
825	0.2258216792
826	0.2255191905
827	0.225354977
828	0.2252263864
829	0.2249619016
830	0.224775259
831	0.2246072204
832	0.2242821009
833	0.2241287987
834	0.2241079734
835	0.2239135366
836	0.2236752503
837	0.2234706189
838	0.2232764382
839	0.2231562487
840	0.2229356454
841	0.2228440724
842	0.2226314207
843	0.2224460881
844	0.2222870475
845	0.2220810387
846	0.2218690982
847	0.2216364046
848	0.2213506854
849	0.2212182191
850	0.2208757583
851	0.2206672688
852	0.2204436311
853	0.2204122775
854	0.2201781984
855	0.2199691832
856	0.2196997619
857	0.2194589535
858	0.219191847
859	0.2190602031
860	0.2188926086
861	0.2188407787
862	0.218795376
863	0.2186606584
864	0.2185082246
865	0.2183541199
866	0.2182398432
867	0.2179537842
868	0.2176728103
869	0.2175359248
870	0.21742214
871	0.2172105583
872	0.2170883478
873	0.2168623247
874	0.2167754806
875	0.2166711702
876	0.2165524108
877	0.2163717971
878	0.2162641557
879	0.2159348572
880	0.215822745
881	0.2157389202
882	0.2156519841
883	0.2155690988
884	0.2154919209
885	0.2153420349
886	0.2152556701
887	0.2151632754
888	0.2148398305
889	0.2147309927
890	0.2145387541
891	0.2143250671
892	0.214178285
893	0.2140561067
894	0.2139293066
895	0.213818385
896	0.213609241
897	0.2134076657
898	0.2131442147
899	0.2128538684
900	0.2127389048
901	0.2124909596
902	0.2123426162
903	0.2120984981
904	0.2120359389
905	0.2119281092
906	0.211611144
907	0.2113823895
908	0.2113636244
909	0.211251752
910	0.2110775687
911	0.2108383491
912	0.2107548233
913	0.2105006215
914	0.210247346
915	0.2100809998
916	0.2099160302
917	0.2096692461
918	0.2094653054
919	0.2092958743
920	0.2091554977
921	0.2090776054
922	0.2087683167
923	0.208625711
924	0.2085951765
925	0.2083814309
926	0.208215133
927	0.2081116767
928	0.2078470558
929	0.2075933888
930	0.2073857115
931	0.2072906713
932	0.2071898898
933	0.2070973807
934	0.2070649558
935	0.2068973639
936	0.2066570238
937	0.206436058
938	0.206327115
939	0.2061991797
940	0.2058681734
941	0.2057441983
942	0.2055979787
943	0.2054690239
944	0.2052272296
945	0.2050325593
946	0.2048719679
947	0.2046694186
948	0.204391745
949	0.2043159031
950	0.2040259986
951	0.2039044182
952	0.203706549
953	0.2035407937
954	0.2034301867
955	0.2032742593
956	0.202976472
957	0.2028148079
958	0.202551023
959	0.2024266813
960	0.2023128618
961	0.2021288867
962	0.2020347726
963	0.2018772364
964	0.2017926275
965	0.2017489137
966	0.2015964538
967	0.2014064927
968	0.2012522535
969	0.2011479842
970	0.2009578402
971	0.2007241948
972	0.2004680272
973	0.2003812006
974	0.2002098423
975	0.200104792
976	0.1998744483
977	0.1996912863
978	0.1996505989
979	0.1994319269
980	0.199420272
981	0.1992795496
982	0.1991694633
983	0.1990693332
984	0.1990179495
985	0.1989283636
986	0.1988942686
987	0.1987365656
988	0.198689752
989	0.1985758797
990	0.1985521925
991	0.1983248801
992	0.1983062311
993	0.198178021
994	0.1980181423
995	0.1978990389
996	0.1977149538
997	0.1976492631
998	0.1975903555
999	0.1974676249
